split,fold,metric,delta_name,left_run,right_run,left_mean_ic,right_mean_ic,delta_mean_ic
train,20,h6,select_minus_select2,select,select2,0.240257408751,0.189457733268,0.0507996754829
train,20,h9,select2_minus_base,select2,base,0.166561468139,0.387127084067,-0.220565615928
train,20,h9,select_minus_base,select,base,0.0371054605949,0.387127084067,-0.350021623472
train,20,h9,select_minus_select2,select,select2,0.0371054605949,0.166561468139,-0.129456007544
train,21,blend,select2_minus_base,select2,base,0.27828761019,0.348594953676,-0.070307343486
train,21,blend,select_minus_base,select,base,0.220538783495,0.348594953676,-0.128056170181
train,21,blend,select_minus_select2,select,select2,0.220538783495,0.27828761019,-0.0577488266949
train,21,h6,select2_minus_base,select2,base,0.218168677882,0.233376843375,-0.0152081654933
train,21,h6,select_minus_base,select,base,0.280709362291,0.233376843375,0.0473325189159
train,21,h6,select_minus_select2,select,select2,0.280709362291,0.218168677882,0.0625406844092
train,21,h9,select2_minus_base,select2,base,0.29111507681,0.342139247876,-0.0510241710656
train,21,h9,select_minus_base,select,base,0.0826847857394,0.342139247876,-0.259454462137
train,21,h9,select_minus_select2,select,select2,0.0826847857394,0.29111507681,-0.208430291071
train,22,blend,select2_minus_base,select2,base,-0.10522516723,0.0371768963097,-0.14240206354
train,22,blend,select_minus_base,select,base,0.131130314182,0.0371768963097,0.0939534178721
train,22,blend,select_minus_select2,select,select2,0.131130314182,-0.10522516723,0.236355481412
train,22,h6,select2_minus_base,select2,base,-0.0578260997737,0.247460344659,-0.305286444433
train,22,h6,select_minus_base,select,base,0.127830799403,0.247460344659,-0.119629545256
train,22,h6,select_minus_select2,select,select2,0.127830799403,-0.0578260997737,0.185656899177
train,22,h9,select2_minus_base,select2,base,-0.162377580107,-0.262229319497,0.0998517393895
train,22,h9,select_minus_base,select,base,-0.0535567930855,-0.262229319497,0.208672526411
train,22,h9,select_minus_select2,select,select2,-0.0535567930855,-0.162377580107,0.108820787022
train,23,blend,select2_minus_base,select2,base,0.257826692223,0.310434009232,-0.0526073170089
train,23,blend,select_minus_base,select,base,0.240089112454,0.310434009232,-0.0703448967774
train,23,blend,select_minus_select2,select,select2,0.240089112454,0.257826692223,-0.0177375797685
train,23,h6,select2_minus_base,select2,base,0.207989353904,0.269784274559,-0.0617949206544
train,23,h6,select_minus_base,select,base,0.201918189343,0.269784274559,-0.0678660852151
train,23,h6,select_minus_select2,select,select2,0.201918189343,0.207989353904,-0.00607116456071
train,23,h9,select2_minus_base,select2,base,0.257015316858,0.300556002582,-0.0435406857236
train,23,h9,select_minus_base,select,base,0.209507583623,0.300556002582,-0.0910484189591
train,23,h9,select_minus_select2,select,select2,0.209507583623,0.257015316858,-0.0475077332355
train,24,blend,select2_minus_base,select2,base,-0.00419165801848,0.314542466347,-0.318734124365
train,24,blend,select_minus_base,select,base,0.0114693943689,0.314542466347,-0.303073071978
train,24,blend,select_minus_select2,select,select2,0.0114693943689,-0.00419165801848,0.0156610523874
train,24,h6,select2_minus_base,select2,base,0.175067925672,0.206131287732,-0.0310633620607
train,24,h6,select_minus_base,select,base,0.151378290492,0.206131287732,-0.0547529972404
train,24,h6,select_minus_select2,select,select2,0.151378290492,0.175067925672,-0.0236896351797
train,24,h9,select2_minus_base,select2,base,-0.044175528637,0.322736242591,-0.366911771228
train,24,h9,select_minus_base,select,base,-0.0635085710451,0.322736242591,-0.386244813636
train,24,h9,select_minus_select2,select,select2,-0.0635085710451,-0.044175528637,-0.0193330424081
train,25,blend,select2_minus_base,select2,base,0.262464350394,0.222212597047,0.0402517533465
train,25,blend,select_minus_base,select,base,-0.190108123909,0.222212597047,-0.412320720956
train,25,blend,select_minus_select2,select,select2,-0.190108123909,0.262464350394,-0.452572474303
train,25,h6,select2_minus_base,select2,base,0.219192584383,0.223234498096,-0.00404191371322
train,25,h6,select_minus_base,select,base,-0.164781599986,0.223234498096,-0.388016098083
train,25,h6,select_minus_select2,select,select2,-0.164781599986,0.219192584383,-0.383974184369
train,25,h9,select2_minus_base,select2,base,0.211388973289,0.178612227743,0.0327767455466
train,25,h9,select_minus_base,select,base,-0.124754265562,0.178612227743,-0.303366493305
train,25,h9,select_minus_select2,select,select2,-0.124754265562,0.211388973289,-0.336143238851
train,26,blend,select2_minus_base,select2,base,0.308800715089,0.274228002459,0.0345727126304
train,26,blend,select_minus_base,select,base,0.212668921869,0.274228002459,-0.0615590805897
train,26,blend,select_minus_select2,select,select2,0.212668921869,0.308800715089,-0.0961317932201
train,26,h6,select2_minus_base,select2,base,0.17022198453,0.230213475163,-0.0599914906326
train,26,h6,select_minus_base,select,base,0.164789781635,0.230213475163,-0.0654236935281
train,26,h6,select_minus_select2,select,select2,0.164789781635,0.17022198453,-0.00543220289549
train,26,h9,select2_minus_base,select2,base,0.329333233221,0.253991579892,0.0753416533294
train,26,h9,select_minus_base,select,base,0.215604732441,0.253991579892,-0.0383868474508
train,26,h9,select_minus_select2,select,select2,0.215604732441,0.329333233221,-0.11372850078
